region,tech,c2a,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
QC,T_HDV_BS_GSL_EX,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BS_GSL_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_BEV_EX,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_BEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_CNG_EX,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_CNG_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_DSL_EX,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_DSL_HEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_DSL_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_DSL_PHEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_FCEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_FCHEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_GSL_EX,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_BT_GSL_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_T_BEV_N,8.76,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 10 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_T_DSL_EX,8.76,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 10 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_T_DSL_HEV_N,8.76,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 10 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_T_DSL_N,8.76,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 10 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_T_DSL_PHEV_N,8.76,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 10 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_T_FCEV_N,8.76,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 10 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_HDV_T_FCHEV_N,8.76,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 10 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_BEV150_EX,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_BEV150_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_BEV200_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_BEV300_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_BEV400_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_CNG_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_DSL_EX,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_DSL_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_FCEV400_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_GSL_EX,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_GSL_HEV_EX,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_GSL_HEV_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_GSL_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_GSL_PHEV35_EX,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_GSL_PHEV35_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_C_GSL_PHEV50_N,3.504,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 4 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_BEV150_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_BEV200_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_BEV300_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_BEV400_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_CNG_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_DSL_EX,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_DSL_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_FCEV400_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_GSL_EX,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_GSL_HEV_EX,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_GSL_HEV_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_GSL_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_GSL_PHEV35_EX,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_GSL_PHEV35_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTF_GSL_PHEV50_N,0.876,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 1 tonne for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_BEV150_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_BEV200_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_BEV300_EX,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_BEV300_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_BEV400_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_CNG_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_DSL_EX,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_DSL_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_FCEV400_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_GSL_EX,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_GSL_HEV_EX,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_GSL_HEV_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_GSL_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_GSL_PHEV35_EX,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_GSL_PHEV35_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_LTP_GSL_PHEV50_N,4.38,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 5 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_M_BEV_N,1.752,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 2 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_M_GSL_EX,1.752,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 2 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_LDV_M_GSL_N,1.752,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 2 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_BEV_EX,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_BEV_N,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_DSL_EX,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_DSL_HEV_N,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_DSL_N,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_DSL_PHEV_N,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_FCEV_N,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_FCHEV_N,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_GSL_EX,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
QC,T_MDV_T_GSL_N,2.628,bn tonne-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 3 tonnes for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BIC_BEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BIC_DSL_EX,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BIC_DSL_HEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BIC_DSL_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BIC_FCEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BIC_GSL_EX,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BIC_GSL_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BS_BEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BS_CNG_EX,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BS_CNG_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BS_DSL_EX,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BS_DSL_HEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BS_DSL_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BS_DSL_PHEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
SK,T_HDV_BS_FCEV_N,43.8,bn passenger-km/k units,"An estimate of how much activity a unit of capacity can deliver in a year. Assuming this vehicle class can be driven at an avg. speed of 100 km/h carrying 50 passengers for 8,760 hours each year. ",,,,,,,canoe-road-capacity-to-activity:fcf0bb72e256a0df
